chr,start,end,value
1,87000001,88000000,0.419150831
1,88000001,89000000,0.572067142
1,89000001,90000000,0.442445512
1,90000001,91000000,0.66576207
1,91000001,92000000,0.655874907
1,92000001,93000000,0.541188987
1,93000001,94000000,0.633280809
1,94000001,95000000,0.522498616
1,95000001,96000000,0.554946606
1,96000001,97000000,0.549074774
1,97000001,98000000,0.629687412
1,98000001,99000000,0.585743894
1,99000001,100000000,0.479178746
1,100000001,101000000,0.488496336
1,101000001,102000000,0.603453143
1,102000001,103000000,0.502101728
1,103000001,104000000,0.722739729
1,104000001,105000000,0.59879178
1,105000001,106000000,0.56130564
1,106000001,107000000,0.548453731
1,107000001,108000000,0.668095448
1,108000001,109000000,0.482844286
1,109000001,110000000,0.551160418
1,110000001,111000000,0.539962948
1,111000001,112000000,0.505465431
1,112000001,113000000,0.549639124
1,113000001,114000000,0.564450483
1,114000001,115000000,0.527929754
1,115000001,116000000,0.590889994
1,116000001,117000000,0.448609971
1,117000001,118000000,0.498079057
1,118000001,119000000,0.681906402
1,119000001,120000000,0.528447373
1,120000001,121000000,0.543807494
1,121000001,122000000,0.642006131
1,122000001,123000000,0.664915628
1,123000001,124000000,0.595797329
1,124000001,125000000,0.553311388
1,125000001,126000000,0.681265852
1,126000001,127000000,0.559455891
1,127000001,128000000,0.527364174
1,128000001,129000000,0.495934533
1,129000001,130000000,0.45744129
1,130000001,131000000,0.716037628
1,131000001,132000000,0.522589112
1,132000001,133000000,0.515823936
1,133000001,134000000,0.484359032
1,134000001,135000000,0.659648395
1,135000001,136000000,0.523903961
1,136000001,137000000,0.55869939
1,137000001,138000000,0.453142844
1,138000001,139000000,0.659552466
1,139000001,140000000,0.44339521
1,140000001,141000000,0.537603979
1,141000001,142000000,0.600151874
1,142000001,143000000,0.523293843
1,143000001,144000000,0.484136241
1,144000001,145000000,0.606426913
1,145000001,146000000,0.563506614
1,146000001,147000000,0.532893311
1,147000001,148000000,0.630808217
1,148000001,149000000,0.554671981
1,149000001,150000000,0.577127371
1,150000001,151000000,0.562845499
1,151000001,152000000,0.660543548
1,152000001,153000000,0.581332521
1,153000001,154000000,0.538373135
1,154000001,155000000,0.590391387
1,155000001,156000000,0.554141068
1,156000001,157000000,0.409737603
1,157000001,158000000,0.505161873
1,158000001,159000000,0.607901334
1,159000001,160000000,0.693328646
1,160000001,161000000,0.418842212
1,161000001,162000000,0.528090151
1,162000001,163000000,0.633058097
1,163000001,164000000,0.592867627
1,164000001,165000000,0.523779855
1,165000001,166000000,0.595535478
1,166000001,167000000,0.552021224
1,167000001,168000000,0.34479643
1,168000001,169000000,0.571331915
1,169000001,170000000,0.504007667
1,170000001,171000000,0.584520251
1,171000001,172000000,0.611064906
1,172000001,173000000,0.610990233
1,173000001,174000000,0.536374418
1,174000001,175000000,0.456803065
1,175000001,176000000,0.588729988
1,176000001,177000000,0.467081406
1,177000001,178000000,0.584076199
1,178000001,179000000,0.571824075
1,179000001,180000000,0.584111438
1,180000001,181000000,0.661964715
1,181000001,182000000,0.586983185
1,182000001,183000000,0.677300286
1,183000001,184000000,0.633386672
1,184000001,185000000,0.450465119
1,185000001,186000000,0.542297389
1,186000001,187000000,0.580765601
1,187000001,188000000,0.523012099
1,188000001,189000000,0.584765679
1,189000001,190000000,0.578195098
1,190000001,191000000,0.572424653
1,191000001,192000000,0.599448343
1,192000001,193000000,0.421489799
1,193000001,194000000,0.54733698
1,194000001,195000000,0.697106243
1,195000001,196000000,0.556473697
1,196000001,197000000,0.488701433
1,197000001,198000000,0.455745367
1,198000001,199000000,0.607471493
1,199000001,200000000,0.566792557
1,200000001,201000000,0.771940069
1,201000001,202000000,0.620408113
1,202000001,203000000,0.463772806
1,203000001,204000000,0.625879399
1,204000001,205000000,0.516491447
1,205000001,206000000,0.634214399
1,206000001,207000000,0.589849358
1,207000001,208000000,0.619178183
1,208000001,209000000,0.441998269
1,209000001,210000000,0.542227992
1,210000001,211000000,0.487141216
1,211000001,212000000,0.53303842
1,212000001,213000000,0.414271551
1,213000001,214000000,0.586148309
1,214000001,215000000,0.487661652
1,215000001,216000000,0.547520369
1,216000001,217000000,0.473246464
1,217000001,218000000,0.532003624
1,218000001,219000000,0.624721765
1,219000001,220000000,0.498565208
1,220000001,221000000,0.601470897
1,221000001,222000000,0.532941069
1,222000001,223000000,0.548619541
1,223000001,224000000,0.598206156
1,224000001,225000000,0.657501332
1,225000001,226000000,0.595014425
1,226000001,227000000,0.526496602
1,227000001,228000000,0.502915011
1,228000001,229000000,0.486587628
1,229000001,230000000,0.674579098
1,230000001,231000000,0.637814304
1,231000001,232000000,0.496973781
1,232000001,233000000,0.530210258
1,233000001,234000000,0.541712799
1,234000001,235000000,0.627243789
1,235000001,236000000,0.648405622
1,236000001,237000000,0.544602663
1,237000001,238000000,0.543720704
1,238000001,239000000,0.594636534
1,239000001,240000000,0.694226523
1,240000001,241000000,0.578442125
1,241000001,242000000,0.636625353
1,242000001,243000000,0.53514303
1,243000001,244000000,0.612254822
1,244000001,245000000,0.616574751
1,245000001,246000000,0.436588167
1,246000001,247000000,0.581548811
1,247000001,248000000,0.422544331
1,248000001,248956422,0.718774946
2,1,1000000,0.550243646
2,1000001,2000000,0.548959843
2,2000001,3000000,0.491411086
2,3000001,4000000,0.587121291
2,4000001,5000000,0.491749938
2,5000001,6000000,0.645859683
2,6000001,7000000,0.511173943
2,7000001,8000000,0.517922332
2,8000001,9000000,0.591456591
2,9000001,10000000,0.629083761
2,10000001,11000000,0.63239258
2,11000001,12000000,0.44048486
2,12000001,13000000,0.615956
2,13000001,14000000,0.633977689
2,14000001,15000000,0.512453662
2,15000001,16000000,0.555769692
2,16000001,17000000,0.525514511
2,17000001,18000000,0.517688314
2,18000001,19000000,0.541584322
2,19000001,20000000,0.519548636
2,20000001,21000000,0.523349818
2,21000001,22000000,0.692245785
2,22000001,23000000,0.450676071
2,23000001,24000000,0.628749733
2,24000001,25000000,0.644456866
2,25000001,26000000,0.563596437
2,26000001,27000000,0.612483306
2,27000001,28000000,0.542422918
2,28000001,29000000,0.625373634
2,29000001,30000000,0.515684015
2,30000001,31000000,0.602650337
2,31000001,32000000,0.543425925
2,32000001,33000000,0.539651268
2,33000001,34000000,0.518986041
2,34000001,35000000,0.545712067
2,35000001,36000000,0.437198687
2,36000001,37000000,0.622030072
2,37000001,38000000,0.623559652
2,38000001,39000000,0.5096276
2,39000001,40000000,0.593240187
2,40000001,41000000,0.586313586
2,41000001,42000000,0.414761181
2,42000001,43000000,0.637959909
2,43000001,44000000,0.560910052
2,44000001,45000000,0.536625525
2,45000001,46000000,0.595886073
2,46000001,47000000,0.462386003
2,47000001,48000000,0.484721386
2,48000001,49000000,0.455311661
2,49000001,50000000,0.57602548
2,50000001,51000000,0.484966421
2,51000001,52000000,0.675120205
2,52000001,53000000,0.596231939
2,53000001,54000000,0.628257815
2,54000001,55000000,0.539208986
2,55000001,56000000,0.562224716
2,56000001,57000000,0.562981021
2,57000001,58000000,0.453906619
2,58000001,59000000,0.574294989
2,59000001,60000000,0.568688938
2,60000001,61000000,0.48334712
2,61000001,62000000,0.615244221
2,62000001,63000000,0.537729905
2,63000001,64000000,0.5011441
2,64000001,65000000,0.598766936
2,65000001,66000000,0.64036761
2,66000001,67000000,0.581770749
2,67000001,68000000,0.568700063
2,68000001,69000000,0.64503561
2,69000001,70000000,0.51877531
2,70000001,71000000,0.618840865
2,71000001,72000000,0.526529216
2,72000001,73000000,0.533057075
2,73000001,74000000,0.517358287
2,74000001,75000000,0.531062737
2,75000001,76000000,0.578658203
2,76000001,77000000,0.667834446
2,77000001,78000000,0.45241787
2,78000001,79000000,0.669257546
2,79000001,80000000,0.717274596
2,80000001,81000000,0.642395491
2,81000001,82000000,0.455015902
2,82000001,83000000,0.516170687
2,83000001,84000000,0.536554992
2,84000001,85000000,0.378942028
2,85000001,86000000,0.629395608
2,86000001,87000000,0.667550299
2,87000001,88000000,0.516874168
2,88000001,89000000,0.573652264
2,89000001,90000000,0.476772568
2,90000001,91000000,0.654769865
2,91000001,92000000,0.595456406
2,92000001,93000000,0.689041353
2,93000001,94000000,0.557804373
2,94000001,95000000,0.473250886
2,95000001,96000000,0.532681321
2,96000001,97000000,0.668077427
2,97000001,98000000,0.584148964
2,98000001,99000000,0.548269551
2,99000001,100000000,0.506449058
2,100000001,101000000,0.578663081
2,101000001,102000000,0.514129111
2,102000001,103000000,0.548644507
2,103000001,104000000,0.500701176
2,104000001,105000000,0.575255381
2,105000001,106000000,0.431744603
2,106000001,107000000,0.5472544
2,107000001,108000000,0.432973228
2,108000001,109000000,0.588029495
2,109000001,110000000,0.452423224
2,110000001,111000000,0.577504317
2,111000001,112000000,0.574733127
2,112000001,113000000,0.513114693
2,113000001,114000000,0.542965318
2,114000001,115000000,0.715387107
2,115000001,116000000,0.551608194
2,116000001,117000000,0.569983195
2,117000001,118000000,0.525672691
2,118000001,119000000,0.558173142
2,119000001,120000000,0.472217606
2,120000001,121000000,0.550765073
2,121000001,122000000,0.467578348
2,122000001,123000000,0.558013596
2,123000001,124000000,0.582492194
2,124000001,125000000,0.576412259
2,125000001,126000000,0.580471553
2,126000001,127000000,0.558471317
2,127000001,128000000,0.725067183
2,128000001,129000000,0.477571622
2,129000001,130000000,0.542188106
2,130000001,131000000,0.707710008
2,131000001,132000000,0.563489713
2,132000001,133000000,0.539677601
2,133000001,134000000,0.569307919
2,134000001,135000000,0.529409878
2,135000001,136000000,0.639179023
2,136000001,137000000,0.554473308
2,137000001,138000000,0.470412012
2,138000001,139000000,0.616435629
2,139000001,140000000,0.633755531
2,140000001,141000000,0.528970689
2,141000001,142000000,0.544301029
2,142000001,143000000,0.517146803
2,143000001,144000000,0.642194196
2,144000001,145000000,0.600681193
2,145000001,146000000,0.579951599
2,146000001,147000000,0.602470131
2,147000001,148000000,0.549755331
2,148000001,149000000,0.660970097
2,149000001,150000000,0.431977528
2,150000001,151000000,0.468028924
2,151000001,152000000,0.642690585
2,152000001,153000000,0.491244251
2,153000001,154000000,0.569231308
2,154000001,155000000,0.497759645
2,155000001,156000000,0.549941087
2,156000001,157000000,0.532480523
2,157000001,158000000,0.458623791
2,158000001,159000000,0.652391777
2,159000001,160000000,0.531811035
2,160000001,161000000,0.533646125
2,161000001,162000000,0.51063016
2,162000001,163000000,0.560176556
2,163000001,164000000,0.442314835
2,164000001,165000000,0.602849113
2,165000001,166000000,0.500279906
2,166000001,167000000,0.472733566
2,167000001,168000000,0.554614846
2,168000001,169000000,0.612638002
2,169000001,170000000,0.577733201
2,170000001,171000000,0.536703118
2,171000001,172000000,0.673717659
2,172000001,173000000,0.644698066
2,173000001,174000000,0.455165756
2,174000001,175000000,0.616765597
2,175000001,176000000,0.554245365
2,176000001,177000000,0.558393985
2,177000001,178000000,0.671084296
2,178000001,179000000,0.520060862
2,179000001,180000000,0.554154283
2,180000001,181000000,0.56609014
2,181000001,182000000,0.590879363
2,182000001,183000000,0.54647935
2,183000001,184000000,0.575896229
2,184000001,185000000,0.589695155
2,185000001,186000000,0.588030728
2,186000001,187000000,0.612382833
2,187000001,188000000,0.62181549
2,188000001,189000000,0.621407899
2,189000001,190000000,0.413937444
2,190000001,191000000,0.600407046
2,191000001,192000000,0.453635109
2,192000001,193000000,0.537074249
2,193000001,194000000,0.516083755
2,194000001,195000000,0.574045295
2,195000001,196000000,0.573390555
2,196000001,197000000,0.502040422
2,197000001,198000000,0.556342627
2,198000001,199000000,0.614477874
2,199000001,200000000,0.511762076
2,200000001,201000000,0.496171523
2,201000001,202000000,0.664531031
2,202000001,203000000,0.633815494
2,203000001,204000000,0.577658933
2,204000001,205000000,0.700333972
2,205000001,206000000,0.528548109
2,206000001,207000000,0.614315573
2,207000001,208000000,0.612561
2,208000001,209000000,0.599347255
2,209000001,210000000,0.652117368
2,210000001,211000000,0.611861755
2,211000001,212000000,0.554537953
2,212000001,213000000,0.512511749
2,213000001,214000000,0.524309087
2,214000001,215000000,0.46432484
2,215000001,216000000,0.474947131
2,216000001,217000000,0.495836905
2,217000001,218000000,0.539619335
2,218000001,219000000,0.469714292
2,219000001,220000000,0.494993358
2,220000001,221000000,0.501575998
2,221000001,222000000,0.560959301
2,222000001,223000000,0.55147814
2,223000001,224000000,0.744026257
2,224000001,225000000,0.518130374
2,225000001,226000000,0.51730073
2,226000001,227000000,0.559200868
2,227000001,228000000,0.563495356
2,228000001,229000000,0.461445592
2,229000001,230000000,0.489527323
2,230000001,231000000,0.648050976
2,231000001,232000000,0.539957208
2,232000001,233000000,0.498832137
2,233000001,234000000,0.687142349
2,234000001,235000000,0.640790275
2,235000001,236000000,0.618440584
2,236000001,237000000,0.567159158
2,237000001,238000000,0.599697843
2,238000001,239000000,0.532230236
2,239000001,240000000,0.562396629
2,240000001,241000000,0.431251432
2,241000001,242000000,0.468530502
2,242000001,242193529,0.556134733
3,1,1000000,0.612642204
3,1000001,2000000,0.647524943
3,2000001,3000000,0.484357208
3,3000001,4000000,0.590853751
3,4000001,5000000,0.614592182
3,5000001,6000000,0.58502391
3,6000001,7000000,0.442870116
3,7000001,8000000,0.514335995
3,8000001,9000000,0.502811649
3,9000001,10000000,0.527841029
3,10000001,11000000,0.658580463
3,11000001,12000000,0.617211215
3,12000001,13000000,0.518586683
3,13000001,14000000,0.548633099
3,14000001,15000000,0.495569773
3,15000001,16000000,0.632927731
3,16000001,17000000,0.538896727
3,17000001,18000000,0.655605889
3,18000001,19000000,0.613241951
3,19000001,20000000,0.626052331
3,20000001,21000000,0.669382917
3,21000001,22000000,0.672923208
3,22000001,23000000,0.603083996
3,23000001,24000000,0.698329649
3,24000001,25000000,0.586400233
3,25000001,26000000,0.572803544
3,26000001,27000000,0.513881573
3,27000001,28000000,0.578792492
3,28000001,29000000,0.525029931
3,29000001,30000000,0.516648522
3,30000001,31000000,0.477233108
3,31000001,32000000,0.550591998
3,32000001,33000000,0.407430591
3,33000001,34000000,0.53475818
3,34000001,35000000,0.597198197
3,35000001,36000000,0.522362292
3,36000001,37000000,0.655447232
3,37000001,38000000,0.516496695
3,38000001,39000000,0.686007595
3,39000001,40000000,0.440720062
3,40000001,41000000,0.696704884
3,41000001,42000000,0.435317916
3,42000001,43000000,0.692301894
3,43000001,44000000,0.58331478
3,44000001,45000000,0.643632998
3,45000001,46000000,0.580793157
3,46000001,47000000,0.590953655
3,47000001,48000000,0.591505253
3,48000001,49000000,0.569500629
3,49000001,50000000,0.57598995
3,50000001,51000000,0.676880736
3,51000001,52000000,0.665371075
3,52000001,53000000,0.595882212
3,53000001,54000000,0.498853816
3,54000001,55000000,0.599773093
3,55000001,56000000,0.484747409
3,56000001,57000000,0.640458859
3,57000001,58000000,0.544412435
3,58000001,59000000,0.552891774
3,59000001,60000000,0.524601364
3,60000001,61000000,0.470367554
3,61000001,62000000,0.67189942
3,62000001,63000000,0.567485133
3,63000001,64000000,0.614837065
3,64000001,65000000,0.644544809
3,65000001,66000000,0.617113386
3,66000001,67000000,0.422437987
3,67000001,68000000,0.686164798
3,68000001,69000000,0.602143736
3,69000001,70000000,0.552974383
3,70000001,71000000,0.478207617
3,71000001,72000000,0.490245201
3,72000001,73000000,0.595930137
3,73000001,74000000,0.565628698
3,74000001,75000000,0.466373414
3,75000001,76000000,0.569144298
3,76000001,77000000,0.402817842
3,77000001,78000000,0.502197796
3,78000001,79000000,0.616867434
3,79000001,80000000,0.519921074
3,80000001,81000000,0.538548712
3,81000001,82000000,0.661762145
3,82000001,83000000,0.63059679
3,83000001,84000000,0.52103608
3,84000001,85000000,0.641885479
3,85000001,86000000,0.566440195
3,86000001,87000000,0.616257171
3,87000001,88000000,0.567622491
3,88000001,89000000,0.64046201
3,89000001,90000000,0.520142836
3,90000001,91000000,0.624034388
3,91000001,92000000,0.532158327
3,92000001,93000000,0.545976141
3,93000001,94000000,0.643164607
3,94000001,95000000,0.50637
3,95000001,96000000,0.483930371
3,96000001,97000000,0.541444296
3,97000001,98000000,0.579824416
3,98000001,99000000,0.621644642
3,99000001,100000000,0.601092028
3,100000001,101000000,0.687293174
3,101000001,102000000,0.557939369
3,102000001,103000000,0.589775664
3,103000001,104000000,0.4818123
3,104000001,105000000,0.570343375
3,105000001,106000000,0.580103527
3,106000001,107000000,0.44252591
3,107000001,108000000,0.493298758
3,108000001,109000000,0.600412147
3,109000001,110000000,0.525506439
3,110000001,111000000,0.725757943
3,111000001,112000000,0.544031432
3,112000001,113000000,0.62737347
3,113000001,114000000,0.565906429
3,114000001,115000000,0.503200679
3,115000001,116000000,0.481478325
3,116000001,117000000,0.578460491
3,117000001,118000000,0.483941638
3,118000001,119000000,0.549583581
3,119000001,120000000,0.509520634
3,120000001,121000000,0.514985854
3,121000001,122000000,0.387928471
3,122000001,123000000,0.526209735
3,123000001,124000000,0.502362314
3,124000001,125000000,0.514670991
3,125000001,126000000,0.605395342
3,126000001,127000000,0.601401757
3,127000001,128000000,0.622801082
3,128000001,129000000,0.675033713
3,129000001,130000000,0.68092287
3,130000001,131000000,0.470030381
3,131000001,132000000,0.516546037
3,132000001,133000000,0.496549985
3,133000001,134000000,0.587703768
3,134000001,135000000,0.602106517
3,135000001,136000000,0.557860753
3,136000001,137000000,0.521841928
3,137000001,138000000,0.57076512
3,138000001,139000000,0.683881148
3,139000001,140000000,0.506108461
3,140000001,141000000,0.616229216
3,141000001,142000000,0.43462233
3,142000001,143000000,0.622260347
3,143000001,144000000,0.525558838
3,144000001,145000000,0.483321763
3,145000001,146000000,0.570908843
3,146000001,147000000,0.583039093
3,147000001,148000000,0.602316023
3,148000001,149000000,0.589554555
3,149000001,150000000,0.608420609
3,150000001,151000000,0.626597524
3,151000001,152000000,0.64736549
3,152000001,153000000,0.513140004
3,153000001,154000000,0.676927662
3,154000001,155000000,0.565480769
3,155000001,156000000,0.514000024
3,156000001,157000000,0.626561414
3,157000001,158000000,0.540663085
3,158000001,159000000,0.424799425
3,159000001,160000000,0.611615306
3,160000001,161000000,0.664615512
3,161000001,162000000,0.472076869
3,162000001,163000000,0.681896478
3,163000001,164000000,0.442626626
3,164000001,165000000,0.636829508
3,165000001,166000000,0.443532831
3,166000001,167000000,0.616494462
3,167000001,168000000,0.552773712
3,168000001,169000000,0.528694063
3,169000001,170000000,0.687953928
3,170000001,171000000,0.439545122
3,171000001,172000000,0.548931142
3,172000001,173000000,0.593631908
3,173000001,174000000,0.66995848
3,174000001,175000000,0.522117077
3,175000001,176000000,0.612924867
3,176000001,177000000,0.453152447
3,177000001,178000000,0.535709645
3,178000001,179000000,0.602522781
3,179000001,180000000,0.660820082
3,180000001,181000000,0.523493799
3,181000001,182000000,0.614648642
3,182000001,183000000,0.516039771
3,183000001,184000000,0.616814296
3,184000001,185000000,0.574191006
3,185000001,186000000,0.520160956
3,186000001,187000000,0.483034722
3,187000001,188000000,0.420271626
3,188000001,189000000,0.517846846
3,189000001,190000000,0.40395849
3,190000001,191000000,0.578414523
3,191000001,192000000,0.618811256
3,192000001,193000000,0.596063945
3,193000001,194000000,0.523765668
3,194000001,195000000,0.487507075
3,195000001,196000000,0.597215982
3,196000001,197000000,0.567724967
3,197000001,198000000,0.661403231
3,198000001,198295559,0.591175205
4,1,1000000,0.495757488
4,1000001,2000000,0.531526999
4,2000001,3000000,0.569333469
4,3000001,4000000,0.518646821
4,4000001,5000000,0.429801119
4,5000001,6000000,0.595310547
4,6000001,7000000,0.603802208
4,7000001,8000000,0.638619617
4,8000001,9000000,0.544447957
4,9000001,10000000,0.491945765
4,10000001,11000000,0.596549115
4,11000001,12000000,0.567205008
4,12000001,13000000,0.597236877
4,13000001,14000000,0.610546694
4,14000001,15000000,0.6441176
4,15000001,16000000,0.526063995
4,16000001,17000000,0.66773595
4,17000001,18000000,0.650051874
4,18000001,19000000,0.502210706
4,19000001,20000000,0.572532966
4,20000001,21000000,0.619674504
4,21000001,22000000,0.69472158
4,22000001,23000000,0.59074437
4,23000001,24000000,0.614787623
4,24000001,25000000,0.535338402
4,25000001,26000000,0.55934113
4,26000001,27000000,0.583395787
4,27000001,28000000,0.650765826
4,28000001,29000000,0.657896183
4,29000001,30000000,0.589473106
4,30000001,31000000,0.623806682
4,31000001,32000000,0.61381838
4,32000001,33000000,0.541372087
4,33000001,34000000,0.54495061
4,34000001,35000000,0.622712111
4,35000001,36000000,0.488757557
4,36000001,37000000,0.588688826
4,37000001,38000000,0.590843116
4,38000001,39000000,0.51281993
4,39000001,40000000,0.700215799
4,40000001,41000000,0.549741779
4,41000001,42000000,0.505497712
4,42000001,43000000,0.648449573
4,43000001,44000000,0.480521765
4,44000001,45000000,0.65910789
4,45000001,46000000,0.58614276
4,46000001,47000000,0.588802922
4,47000001,48000000,0.413291549
4,48000001,49000000,0.616662613
4,49000001,50000000,0.546638698
4,50000001,51000000,0.496267944
4,51000001,52000000,0.485503788
4,52000001,53000000,0.72909364
4,53000001,54000000,0.619785308
4,54000001,55000000,0.7312274
4,55000001,56000000,0.546840075
4,56000001,57000000,0.495948131
4,57000001,58000000,0.554851748
4,58000001,59000000,0.483614651
4,59000001,60000000,0.455450638
4,60000001,61000000,0.431472998
4,61000001,62000000,0.589622188
4,62000001,63000000,0.547829482
4,63000001,64000000,0.496306576
4,64000001,65000000,0.61757267
4,65000001,66000000,0.462032784
4,66000001,67000000,0.598097614
4,67000001,68000000,0.565790087
4,68000001,69000000,0.559695653
4,69000001,70000000,0.507360542
4,70000001,71000000,0.568963601
4,71000001,72000000,0.508342842
4,72000001,73000000,0.652779661
4,73000001,74000000,0.621808162
4,74000001,75000000,0.485844432
4,75000001,76000000,0.654996496
4,76000001,77000000,0.702459662
4,77000001,78000000,0.628062808
4,78000001,79000000,0.517889837
4,79000001,80000000,0.579932273
4,80000001,81000000,0.415549005
4,81000001,82000000,0.477688557
4,82000001,83000000,0.565429111
4,83000001,84000000,0.621598477
4,84000001,85000000,0.419174713
4,85000001,86000000,0.51678226
4,86000001,87000000,0.590897815
4,87000001,88000000,0.47430555
4,88000001,89000000,0.54725155
4,89000001,90000000,0.601786878
4,90000001,91000000,0.659973881
4,91000001,92000000,0.692143409
4,92000001,93000000,0.579779837
4,93000001,94000000,0.631630774
4,94000001,95000000,0.602695817
4,95000001,96000000,0.552810452
4,96000001,97000000,0.427810939
4,97000001,98000000,0.62981817
4,98000001,99000000,0.517867581
4,99000001,100000000,0.645731431
4,100000001,101000000,0.608379383
4,101000001,102000000,0.640953036
4,102000001,103000000,0.51319293
4,103000001,104000000,0.627214061
4,104000001,105000000,0.43741582
4,105000001,106000000,0.445716382
4,106000001,107000000,0.510111615
4,107000001,108000000,0.6426857
4,108000001,109000000,0.632720907
4,109000001,110000000,0.636926713
4,110000001,111000000,0.585945089
4,111000001,112000000,0.531521364
4,112000001,113000000,0.537554731
4,113000001,114000000,0.424073101
4,114000001,115000000,0.572156542
4,115000001,116000000,0.598332475
4,116000001,117000000,0.554291383
4,117000001,118000000,0.563395611
4,118000001,119000000,0.505466338
4,119000001,120000000,0.525113839
4,120000001,121000000,0.587431737
4,121000001,122000000,0.473999065
4,122000001,123000000,0.425824001
4,123000001,124000000,0.530004563
4,124000001,125000000,0.515843106
4,125000001,126000000,0.644359731
4,126000001,127000000,0.616422518
4,127000001,128000000,0.555792956
4,128000001,129000000,0.647160045
4,129000001,130000000,0.548790763
4,130000001,131000000,0.524640305
4,131000001,132000000,0.620430055
4,132000001,133000000,0.557139658
4,133000001,134000000,0.67141171
4,134000001,135000000,0.65068801
4,135000001,136000000,0.577097449
4,136000001,137000000,0.705457305
4,137000001,138000000,0.545095707
4,138000001,139000000,0.619152454
4,139000001,140000000,0.616962258
4,140000001,141000000,0.648775699
4,141000001,142000000,0.558715377
4,142000001,143000000,0.678636913
4,143000001,144000000,0.682278449
4,144000001,145000000,0.4564556
4,145000001,146000000,0.47515135
4,146000001,147000000,0.5467735
4,147000001,148000000,0.587235879
4,148000001,149000000,0.620386794
4,149000001,150000000,0.467939754
4,150000001,151000000,0.460768128
4,151000001,152000000,0.70003033
4,152000001,153000000,0.552457107
4,153000001,154000000,0.720667487
4,154000001,155000000,0.541930636
4,155000001,156000000,0.61315229
4,156000001,157000000,0.562387049
4,157000001,158000000,0.517982273
4,158000001,159000000,0.500871939
4,159000001,160000000,0.51354117
4,160000001,161000000,0.464644853
4,161000001,162000000,0.454462277
4,162000001,163000000,0.458986608
4,163000001,164000000,0.480209376
4,164000001,165000000,0.525647699
4,165000001,166000000,0.567690993
4,166000001,167000000,0.639851846
4,167000001,168000000,0.520617644
4,168000001,169000000,0.703601784
4,169000001,170000000,0.51806747
4,170000001,171000000,0.607485814
4,171000001,172000000,0.622831073
4,172000001,173000000,0.520691749
4,173000001,174000000,0.620675972
4,174000001,175000000,0.557939875
4,175000001,176000000,0.530794999
4,176000001,177000000,0.54564692
4,177000001,178000000,0.538693625
4,178000001,179000000,0.593702456
4,179000001,180000000,0.541593979
4,180000001,181000000,0.533181392
4,181000001,182000000,0.490545545
4,182000001,183000000,0.511670329
